,docid,review,rating
",4.255555556
39,usa_illinois_chicago_avenue_hotel_chicago,"	Great Location and Staff	Had a wonderful stay with my wife for our 1st Anniversary and hope to stay here again! Got into town early on a Friday, staff was extremely nice and helpful even though they didn't have our room ready because it was so early. Stored our luggage for us and even let us get some items back out after they had already stored them. Went out and did some sightseeing and came back to check-in which was a breeze and found out that they had given us a free upgrade to a suite because it was our anniversary. Room was very nice and clean with lots of room to spread out and relax. Later on in our stay, I realized I had forgot my shaving gel and call the front desk to see if they help me out since we were running late for our dinner reservations and someone was up to our room in no time flat with some shaving cream.One of the greatest things about this hotel is its location. You are right in the middle of EVERYTHING on Michigan Ave!! You have all the shopping you could want and more with the ability to run your bags up to your room and not drag them all over town. You have quick access to numerous restaurants that are just short walks from the lobby, as well as bus stops across the street that will take you to various museums and other points of interest in the city. The only thing I could see someone faulting this place with is the noise from Northwestern Hospital right next door. We were on the 27th floor and the noise did not bother us at all and my wife is a very light sleeper. Other then that, Avenue Hotel is a great place to stay and enjoy Chicago and we look forward to returning soon.	
",4.308943089
40,usa_illinois_chicago_embassy_suites_hotel_chicago_downtown,"Nov 15 2009	loved it	loved it! It was great!@ Rooms were large and had a ball!	
",4.242857143
41,usa_illinois_chicago_hotel_allegro_chicago_a_kimpton_hotel,"	Affordable 	I stayed at Allegro Chicago for 3 days during thanksgiving break. I booked the hotel through priceline very cheaply and was worried about the quality of the hotel because of it. Well, the worries disappeared as soon as I walked into the hotel. As we had a larger room for my family, it was spacious, clean, and modern looking. All hotel employees were very friendly and housekeeping ladies did a great job everyday!! I was very impressed by how they control the quality of the hotel with lower rates. I recommend this place for you who travel with family, a significant others, etc.	
",3.952147239
42,usa_illinois_chicago_doubletree_hotel_chicago_magnificent_mile,"	solid average but nice location	The hotel is conveniently located just off the Magnificent Mile which has excellent shopping, and is walking distance to many attractions (though not particularly close to the subway). The hotel is nice and rooms are well decorated (though no LCD tvs), but when we arrived, there was no shampoo in the room, no wash cloths (we had to call the front desk to have them and the shampoo brought up), and worst of all, the toilet seat was dirty and there was a used wash cloth from the previous guest drapped over the shower curtain. My wife and I would probably choose to stay somewhere else next time.	
",4.289361702
43,usa_illinois_chicago_hotel_71,"Nov 15 2009 	Exactly what we were looking for	We ended up at Hotel 71 after a Hotels .com search for downtown Chicago hotels close to the magnificent mile.The price was right and were were surprised with an unexpected upgrade to an Executive Deluxe. The newly renovated room was lovely, the view spectacular, and the ease of walking around to where we wanted to go was exactly what we were hoping for and more. Michael and Kareem were wonderfully welcoming and the only thing I would change is to forego the valet parking and just park the car for the weekend. We never drove anywhere!Walked the mile and then over a few blocks to Fado's Irish Pub.. authentically fun atmosphere, cold beer and excellent appetizers while we watched the football games.That night we walked- literally- one block over the bridge to eat dinner at Smith and Wollensky . We had a river view window table, excellent service and the best Steak Oscar I have ever tasted.We'll definitely be back to Hotel 71	
",4.1
44,usa_illinois_chicago_union_league_club,"Oct 27 2009 	A Beautiful Classic Club	I think this probably says it all: after recently staying at the ULC, my wife and I decided to apply for membership. The ULC provides luxurious accommodations, excellent food, and friendly service at a reasonable price. One thing you must understand, though, is that this is a club dating from the late 1800s, with all the tradition that suggests. The demands on guests are not all that great, simply that you dress somewhat less casually than what you can get away with elsewhere. In return, you will be treated to an elegant experience you cannot match anywhere else in Chicago at any price.	
",4.2
45,usa_illinois_chicago_days_inn_chicago,"Nov 18 2009 	Super budget hotel in a great location!	Huge room, very clean, quiet, and comfortable. Valet parking &amp; bell staff were stellar. Long hours for plentiful continental breakfast so you can sleep in. One breakfast drawback is that there is no protein - I was looking for a hard-boiled egg or some yogurt at least.	
",4.21038961
46,usa_illinois_chicago_majestic_hotel,"Jul 28 2009 	Great hotel in a great area!	My husband and I just returned from the Majestic Hotel, and we could not have had a better experience. Like most who stay here, we chose the hotel because of its proximity to Wrigley Field. Upon arrival, we found that most of the restaurants we wanted to visit were in the vacinity as well! Lucky's, featured on Man vs Food on the Travel Channel, was amazing!! We went there twice for an awesome yet cheap meal. Yes, the rooms are small, but so what? They are immaculately clean, and the beds are ridiculously comfortable. What more do you need? Mona, at the front desk, was very helpful with everything, as was everyone else we came in contact with during our stay. The common room was wonderfully decorated and a nice continental breakfast was served in the morning. Cookies were served in the afternoon, and coffee was served all day (which was wonderful). I found that my favorite thing about the hotel was the location. We were literally a half block from Lake Michigan. There is an awesome park next to the lake, and we actually joined the locals and went for a few runs in the mornings. It was great. It was never noisy, and every street around us was completely lined with beautiful trees. I miss it now.We will definitely be returning to the Majestic Hotel.	
",4.218181818
47,usa_illinois_chicago_residence_inn_chicago_midway,"Aug 16 2009 	Will stay again	We stopped by Chicago on our road trip with 4 kids from Toronto to Minnesota (oldest child=6 years old). This is a great property that is relatively new (within 2 years). It is located in a campus of Marriott hotels. There is a TGI Fridays within walking distance and Giordano's (famous for their Chicago deep dish pizza) within driving distance - that's pretty much it. The pool is very nice and the rooms are typical residence inn. If you have never stayed here, the one bedroom is the same size as a studio with a wall. Breakfast was great with a waffle maker, fruit loops, fruit, oatmeal, muffins, eggs, coffee - enough to feed the little kids and the parents. Customer service was wonderful and extremely friendly. My only drawback was that there were NO IN-ROOM MOVIES AVAILABLE for the kids. They were a little bored with just a swimming pool. Fitness facility is pretty basic with treadmill and bicycle - small but clean.	
",5.0
48,usa_illinois_chicago_comfort_inn_suites_downtown,"Nov 24 2009 	A great deal on a great place	I had a huge surprise walking into our room on this hotel. I haved stayed at Comfort Inns before and they always prove to be clean, and nice and always a good deal for the money however this time I was completely shocked by how nice the lobby, hallways, room and bathroom was. To top off our stay, the complimentary breakfast was extremely tasty and the front desk clerks met every need we had with a smile. I had the pleasure of speaking to the one of the managers over the phone and she likewise did everything possible to make our stay perfect. To finish off, the parking at this hotel is almost half of all other parking in the downtown area and is convient to the hotel. The hotel is a close walk to Michigan Ave. and to lots of great restaurants. So, if you are looking for a great deal is an expensive city, give the Comfort inn hotel and suites a try and ask for a king room at the end of the hallway. That is where we stayed and the room was large and perfect!!!	
",4.1525
49,usa_illinois_chicago_hotel_sax_chicago,"	Good	Staff is very friendly, rooms are nice with great view of Chicago River and close to House of Blues and Harry Caray's Resaurant, as well, not far from Magnificent Mile. Hallways were dark and elevators a bit scary, but overall great hotel. The bar, Crimson, located in the hotel was not great. The bartenders were nice but the waitresses were like talking to a wall.	
",4.148214286
50,usa_illinois_chicago_wyndham_chicago,"	Review...	Hotel itself was nice. Concierge was great as well as the staff in the bar/restaurant. The staff at the front desk were horrible!!!! We waited 1 1/2 hours passed our check in time and finally I went up there for the third time and they had a room ready for us. Hotel was beautiful, rooms were nothing special, hotel was close to everything...including the hospital across the street that has ambulances with sirens leaving and arriving all times of the night! Ugh.	
",4.273913043
51,usa_illinois_chicago_ambassador_east_hotel,"	Great atmosphere -- lovely friendly and comfortable	Location -- wonderful for walking, shopping, dining and going outService -- extremely warm, friendly &amp; helpfulAtmosphere -- historic, elegant, uniqueRoom -- modern, comfortable, spotlessly clean	
",4.078
52,usa_illinois_chicago_hampton_inn_and_suites_chicago_downtown,"Nov 15 2009 	Good Location	Stayed here this weekend with my family. Had 4 King Studios and 1 Double Suite. It was great for the 10 of us. Each King had a small refrigerator, microwave and wet bar. The beds were wonderful. All commented on how comfortable they were. Liked the linens - white down. Had flat screen tvs, analog, which was kind of wierd but then we barely were in the rooms so it was no big deal. The rooms, halls and breakfast area was immaculate. I didn't use the exercise room but 5 others did and had no complaints. The breakfast was free - eggs, sausages, hash browns, muffins, breads, pastry, cereal, fruit, coffee and juice. Not like an upscale hotel but certainly good value. Also free wi-fi which most Hiltons don't give you so it is a nice plus. There is also a business center if you didn't bring your laptop. The front desk, particularly, the concierge-type person was very helpful. Parking is outrageous like all of Chicago. This was $42/day but you did get in and out service if you wanted it. Yes, some of the wood furniture is slightly worn but it is really no big deal. We paid $169 plus tax so not bad. The double suite was huge. It had a full kitchen - full size refrigerator, 2 burner stove top, sink, microwave, dishes, silverware,glasses and pots and pans. Had pull out sofa, desk with chair, 2 oversize stuffed chairs and 2 regular dining chairs so there was plenty of room for the 10 of us. It was our party room.The location is very good, especially if you are young. We are not but still there was plenty of places to eat and clubs all over. Taxi's were easy to catch or you can walk. It is on the corner of Dearborn and Illinois so you are only a couple of blocks from Michigan Ave.Also, yes you are close to the fire station but it is no big deal. The place also has room service and the Rosebud Trattoria is attached. We didn't eat there but if you want convenience it is there.I highly recommend it if you are looking for good value and location.	
",4.285981308
53,usa_illinois_chicago_seneca_hotel,"Nov 7 2009 	Incredibly spacious rooms with kitchen fantastic downtown location - what's with lousy customer service!?	I was beyond impressed by how huge the suites were - our 2-twin-bed room had a suite with 2 sofas and tv, a dinner table, and a full-blown kitchen! I've stayed in Chicago in many hotels, and none of them offered anything like it, especially in this prime spot! On the downside, parking is a robbery in broad daylight, and customer service is non-existent. I'd forgotten my glasses on the bedside table, and called the desk several times to ask if they found them. No response. I ended up stopping by the hotel on the next trip to Chicago a week later, and spent an excruciating half-hour with an arrogant concierge who could not care less about anything. Only after the next shift arrived did the new concierge pop into the next room, which was lost-and-found, and sure enough, there they were, with the room number and date of my stay. Despite prime location and dirt-cheap pricing ($99 a night, on Travelzoo special), I don't plan to return.	
",3.9964497039999998
54,usa_illinois_chicago_ruby_room,"Nov 5 2009 	What a beautiful little Hotel	This is a very charming Hotel, beautiful designed rooms, great shower... our stay was just great!	
",4.107692308
55,usa_illinois_chicago_embassy_suites_hotel_chicago_downtown_lakefront,"	Loved it!	Loved it! One of my favorite hotel's that we have stayed at in Chicago. Great room, great breakfast, great location. Everyone we came in contact with was so pleasant. The lobby was beautiful. The room in nicely updated - and breakfast was delicious. Hopefully we get a chance to stay here in the future and most defiantly will recommend it to our friends.	
",4.008
56,usa_illinois_chicago_hotel_indigo_chicago_downtown_gold_coast,"	A Quiet Retreat	Located on a quiet, residential street in the Gold Coast, the Hotel Indigo was always a pleasure to return to during our four night stay in a hectic city.The room was very peaceful with a soothing decor of wicker furniture and murals of shells. A bit small but there was a place for everything. And the room was very quiet -- no noise from the hallway or from the outside. The hotel is also a good place if you are travelling with a dog. A dog park is only one block away and Lake Michigan with its boardwalk is only four blocks away. Restaurants are close and it is also only a short walk to shopping on Michigan Avenue. If you are looking for a small hotel in a quiet area versus a large hotel more central to downtown, the Hotel Indigo should be just right. And the door man always greeted us with a smile!	
",4.176842105
57,usa_illinois_chicago_hilton_garden_inn_chicago_downtown_magnificent_mile,"	GOOD PLACE	It is a very comfortable hotel to enjoy your trips in a very good location	
",4.258646617
58,usa_illinois_chicago_hard_rock_hotel_chicago,"Nov 25 2009 	Fantastic Experience Great Location!	What a sleek exterior, cool vibe, and yet so laid back and friendly! Our room was sooo cool, with chrome, lots of mirrors, a wonderfully comfortable bed and pillows, and great bathroom facilities, with a really roomy shower - built for 2?. And what a staff! We asked for a room with &quot;a bit of a view&quot; and wound up with a view of Michigan Avenue, the Wrigley Plaza, and the river. And the location! If you were to make downtown Chicago into a dart board, this would be the bullseye. It is absolutely dead-center, right between the Loop and the Mag Mile, just a block from the river. In fact, we were able to watch the Festival of Lights parade from that great window we were given. It's a block from the Cultural Center and the train station, a couple of blocks from the theater district, the Art Institute, Macy's, etc, etc....It's right by the river walk, plenty of breakfast/lunch spots scattered about. The Hard Rock is into music, giving you the option of renting a Gibson (?) guitar to use if you'd like. Unfortunately, music is one of 2 areas they fell short of perfection for us. There was no cd player for our music (though there was an i pod hookup)...and the rooms could use more storage. They are huge, with lots of wall space, but one more chest of drawers would go a long way to solve that problem. Still, that's not enough to give anything but a stellar review for our weekend stay. We definitely got our Rock On!!	
",4.021800948
59,usa_illinois_chicago_springhill_suites_chicago_o_hare,"Nov 2 2009 	Excellent hotel with great complimentary breakfast	I was very impressed by what this hotel had to offer including free parking lot and the complimentary breakfast which wowed my whole family. It was a blast including hot waffle, fruits, cereal, yogurt, oatmeal, and more. The facility was nice. They even had a system that prints the boarding pass anytime. I'll definitely stay here when I visit Chicago again.	
",4.066666667
60,usa_illinois_chicago_the_raffaello_hotel,"	Location is what you pay for	We stayed here for Thanksgiving, at a reduced rate, but would be disappointed to pay full price. The first impression upon walking in the lobby is that there is so much potpurri, that they must be hiding a bad smell. The room(a jr. suite) was roomy, but gloomy. There was obviously a water problem from above as all of the paint/wallpaper was chipping or peeling, and there were large swatches of patching on the ceiling. the bathroom was so small there was no where to put a used towel or a bath kit. We were next to the ice machine that made a pounding noise day and night. &quot;continental&quot; breakfast was available upon request, for a rich price plus 18% and tax. No room service. The location is excellent, 2 blocks from the mag mile and 2 blocks from the lake. The doorman was attentive, but we could not even reach the front desk when we called. This room is available for sale for the nominal price of $450,000, for what is basically an efficiency. The 25 million dollar renovation they brag about appears to have gone into the purchase of flat screens, 2 per room and not the decor.	
",4.208547009
61,usa_illinois_chicago_marriott_chicago_midway,"Oct 19 2009 	Loved it!	Our room was spotless and we had a great view of downtown. The bed was very nice and comfortable. There is a 24 hour shuttle that will take you to Midway and the CTA station. We really liked having a fridge in the room. We used name your own price on priceline and paid next to nothing for a great room and sevice. Cons: no free wi-fi in the room and you have to pay to park. Overall - would stay here again. Can't really go wrong with a Marriott!	
",4.472727273
62,usa_illinois_chicago_club_quarters_chicago_central_loop,"	Good downtown business hotel	Great location, reasonable conference rates, small but clean &amp; tidy rooms, free wireless at a business hotel! Convenient to Blue Line Jackson station	
",3.9847457630000003
63,usa_illinois_chicago_best_western_hawthorne_terrace,"	Location was right.	The hotel is a solid average. Nothing seriously wrong. The accomodations were comfortable and better than adequate. The hotel was clean although the smoking rooms were smelly. (We were booked in a smoking room by mistake and asked to be moved to a nonsmoking room). No pool, but there is a cute jacuzzi area which was nice after a day of walking around the city. The exercise room consists of a small area with three pieces of equipment. The staff here was outstanding. EVERYONE always had a smile on and they seemed genuinely eager to great the guests. The front desk was very helpful and accomodating and eager to help with any problems or needs. It would be an average adequate place except for the location which, for us, was everything. The hotel is a short walk from N Halsted which is the center of Boystown and all of its nightlife. We stayed over halloween and it was only a short walk to the parade. We hit some of the nightclubs too and it was nice not to have to drive or take the train to get back. We will definitely stay here again simply for the location and service.	
",4.161538462
64,usa_illinois_chicago_hilton_suites_chicago_magnificent_mile,"Nov 15 2009 	Terrific Stay	From start to finish the staff was very friendly and willing to offer assistance. Rooms very clean. It was just my husband and I so the suite was perfect. It may be small for a larger family. Did not use the pull out couch/bed so not sure how comfortable this would be. The bed and furnishings were very nice. Bar and restaurant was expensive, other good values in the area. Walking distance to all the fine shopping and located right next to the John Hancock Building and a couple of blocks to the Towers Shopping and American Girl Store. Located just 1 block off of Michigan Ave which was perfect and only a few blocks from the Lake. Great to walk either direction from the hotel.	
",4.084848485
65,usa_illinois_chicago_courtyard_by_marriott_chicago_downtown,"Nov 21 2009	Family stay in Queen Double Suite	Had a lovely stay in this hotel. We stayed for 4 nights on the 23rd October 2009. We had a Queen double suite. It was a good size. It had a separate bedroom with 2 Queen beds. The separated living area had a sofa, a microwave, fridge and sink. Both rooms had a big flat screens TV's. It was great to have the space as I was staying with my Mum and sister. Location was perfect. Two blocks from Magnificent Mile. One block from the Metro and 2 blocks from the River. Very easy to get everywhere. There was a Starbucks and the State Street Bread Company for breakfast. We ate in the State Street Bread Breakfast each morning. They had cereals etc along with the usual waffles, pancakes and breakfasts. Averaged $8-$10 each day. There was free wired internet access in the rooms, along with a business centre that had two pc's with internet and printers. (Hading for doing on-line check-in) There is a fire station is a block away but it didn't cause much a problem. Heard one or two fire trucks but it wasn't a problem during the night. I had booked as part of a package on eBookers.com so we got a good rate. Would definitely stay here again.	
",4.298245614
66,usa_illinois_chicago_the_silversmith_hotel_suites,"Nov 3 2009 	Excellent location friendly staff highly recommended!	My wife and I stayed here in early October on a brief trip to Chicago. The hotel is ideal if you are going to a show as we were. Even in raining weather, we were able to walk to dinner and the show.	
",4.08907563
67,usa_illinois_chicago_the_drake,"	Just OK	You can tell they are cutting back. I know times are hard but when you charge $300 you expect fast service. Room service took way too long and I was late for my meeting.	
",4.145142857
68,usa_illinois_chicago_the_willows,"	Off-site Parking At Your Own Risk""	The Willows website boasts about having parking with &quot;unlimited in and out privileges.&quot; Well, you should know that the Willows Hotel has &quot;No Parking&quot; on-site. The so-called hotel parking is actually an unmanned public parking garage down the ALLEY from the hotel. When I complained that the website was misleading the clerk said, &quot;None of the hotels in Lincoln Park here have their own parking.&quot; If you think it's risky walking from the parking garage to the hotel at night, just wait until you get your credit card bill. Immediately after we used a credit card at the garage's unmanned kiosk, some enterprising credit card thieves (in the NY area) began a frenzied &amp; fraudulent spending spree. Within four days of our stay at the Willows -- and it's off-site public parking garage -- over $10K in fraudulent charges were posted to the credit card used to pay for the parking. I never would have stayed at the Willows if had I known about the lousy parking situation. But, I had no idea that staying at the Willows with its off-site parking would be such a costly mistake.	
",4.2866666669999995
69,usa_illinois_chicago_holiday_inn_chicago_mart_plaza,"Nov 22 2009 	Not for Handicapped People	If you are handicapped, don't stay here. No valet parking, long walk to park, very dis-couraging. Nice view of the city, I enjoyed the food. Small Rooms need updating, dusty room, the most I have ever seen in a hotel, ever. I will look elsewhere when returning to Chicago.	
",3.814893617
70,usa_illinois_chicago_hotel_felix,"	Would not recommend this hotel. We were very dissatisfied.	Stayed this past weekend 11/26 - 11/28 to celebrate one year anniversary. When I booked our stay directly with the hotel, I booked a large King room. $215.00 was the quoted rate. I requested a higher floor room with an east view since the main picture on Hotel Felix Chicago website is a lovely picture of the Chicago skyline including a beautiful view of the John Hancock tower. I was told that everything would be taken care of and we were going to receive a larger King room with a lovely view. We arrived early Friday and we were told that housekeeping was just finishing getting our room ready for us. We were each given a free drink coupon to have a drink in the front lobby small bar/lounge and were told that our bags would be brought up to the room while we waited in the lounge. About 1/2 hour later, we went to our room on the 9th floor (the hotel consists of 12 floors). It was a King room, but when I looked out our window at our view - we were facing South, not East and our view was a paid parking lot and Copperfield's (a liquor store).The next morning, I spoke with guest services and questioned the room. I was told that we received the same room that a &quot;celebrity&quot; receives when staying. The gentleman, who will remain nameless as I don't want to give names, said that we had been upgraded from room 906 to room 904, which is a larger King room. I still questioned why we didn't receive the East view as promised, and was told that we could have an East view room, but we would be downgrading to a Queen size much smaller room. So, we chose to stay in our room. Following is my complete laundry list review of the hotel:Here are the problems we found with the hotel:1.) Given multiple excuses for their lack of service/continuity. The information I received when asking about why we didn't receive the room we were promised, I feel was inadequate and unprofessional. We had breakfast the next morning in their restaurant, &quot;Elate&quot; and I asked for a spoon for my coffee. Our server stated that they were getting ready for lunch set-up and that's why I wasn't given a spoon. We were also told by our server that the restaurant and hotel were in no way connected to each other when we asked about trading up our breakfast vouchers that we paid for to get a better breakfast and pay the difference in cost. He told us that we had to take it up with the hotel because the restaurant and hotel were not connected in any way. The same female that checked us in at the hotel on Friday afternoon was now hostessing in the restaurant on Saturday morning. To me, that seems connected. In addition, the restaurant provides room service for the hotel and gives you the option to bill the room when you dine in the restaurant. To me, that seems connected.2.) It states that they provide &quot;whisper quiet rooms&quot;. That is an inaccurate description. You can hear the t.v., conversations, etc... in the adjacent rooms and in the hallway. I would honestly compare the sound level to staying at a cheap hotel. That's not what you want in a top-star hotel and certainly not what I would classify good when wanting to have a romantic weekend. I would certainly never bring my three-year old son for fear of what he may hear coming from another guest's room.3.) Storage for your clothing and suitcase is insufficient. There is no suitcase fold-out provided and the tiny closet is poorly designed. There is a tiny built in closet space with a hanging bar that also acts as a curtain rod to close and hide your belongings , but they chose to put a shelf in the middle with a safe on it. There is also a face-out bar below the shelf, but any item you put on it drags on the floor and if you use the top curtain rod to hang on, your items are jammed up against the safe and the shelf and you can't close the curtain. When we walked in our room there was the ironing board just leaned against the wall because there is no where even it can be stored.4.) The bathroom itself was a decent size, but a very small sink and lack of mirror for two people, and the adjustable shower head is set at a very low height. If you raise the shower head for normal height, the 1/2 length shower curtain causes a tiny flood in the bathroom because it doesn't extend the full length of the bathtub/shower.5.) When stating luxury comfort bathrobes provided for a room that is booked for 2 adults, we only had one bathrobe in our room. I asked for another and never received it during our 2 day stay. Perhaps there was a shortage of robes.6.) Pillows - they only offer one size of pillows on the bed and they are quite full and uncomfortable to sleep on. I like a fuller pillow, but could not use their pillows. My fiancee slept pillow-less and I had to try my best to just stay on the edge of the pillow. The next day we spoke to housekeeping directly (to avoid guest services) and she provided us with what seemed to be (2) throw pillows and put them in pillowcases for us so we could sleep. We did appreciate her effort to make us comfortable.7.) I do not feel that the food in the restaurant &quot;Elate&quot; is consistent. I would recommend their coffee and the Felix burger. (Side note: they don't put cheddar or any other cheese on it if you request it. We did request them to replace the &quot;creamed leeks&quot; with cheddar cheese if possible and it came with nothing). The seasoned fries that come with the burger are good. Their french style omelet with house potatoes is good as well, but the granola, the quiche, the 2 eggs how you want them and the french toast was not enjoyable. I am a trained chef and I was dissatisfied with the quality of the food overall.When we checked out , our receipt that was given at checkout did not match what Hotel Felix charged our Mastercard. We were charged the upgraded room rate that we didn't request. The hotel also charged us for bottled water that we did not drink in the room. After calling guest services once I returned home and discovered this on my online checking, I have been told that the credit will be made and I should expect it within 2 - 3 business days. I would be sure to obtain a receipt at checkout and make sure you are charged correctly as we were not. They overcharged us $645.00 that we are waiting to be credited to our Mastercard.Good things about I found about the hotel:1.) great location - but promise of being &quot;whisper quiet&quot; not fulfilled. Also disregard the photo of the view on the website of this hotel. West side has construction of a large building approximately 20 feet from your window and is completely obstructed.2.) nice H20 spa products for bathroom (soap, shampoo, conditioner)3.) Free wi-fiI would not stay in the hotel again and I would not recommend it. I feel as though they tried to put too many rooms into this hotel when they revamped the building, which doesn't allow for soundproofing. I also feel like we were given far too many excuses for their lack of service.	
",4.0873239439999995
71,usa_illinois_chicago_the_whitehall_hotel,"	Great stay in the windy city	Hotel was as described and whilst there was obvious works going on in the hotel we never heard anything. Staff were always polite and welcoming and its situ is ideal. I would recommend The Old Pancake House for breakfast, as per other trip advisor recommendations, it is superb quality and value.	
",3.9737373739999997
72,usa_illinois_chicago_chicago_south_loop_hotel,"	Middle of Nowhere	This hotel, while clean and quiet, is in the middle of NOWHERE. Closest Walgreen's is a mile and a half of semi-dangerous walking away. The hotel is literally surrounded by housing projects and there are almost no taxis to be found. To be fair, if you have a bus pass, the beginning of civilization is only a 20 minute bus ride away, but for ME, that is 20 minutes too far. I think my company paid almost $200 per night and I know there are hotels in the middle of the action for that price. If you have a car and don't mind that you are on the SOUTH SIDE of Chicago, by all means, stay there. If I have my choice, I won't.	
",3.888372093
73,usa_illinois_chicago_hotel_cass_holiday_inn_express,"Nov 4 2009 	Misleading...disappointing would not stay again!	Needed three rooms with two beds each, none available, also no rollaways available. We had to reserve three rooms with one bed each and were told we could use air mattresses. When we arrived in the room, we understood why no rollaways were available, there is no room for them! In all my traveling I have never seen a room so small. Disappointed in front desk staff, as we all stood in the lobby, they knew there was no way two adults and two teenagers would fit in each room. Also should legally not be allowed. It was extremely noisy all night long, dirty and old feeling.Gives the franchise a bad reputation. Shocked at the other reviews, it is not a nice property, there are much better options for the same price!	
",3.901587302
74,usa_illinois_chicago_city_suites_hotel,"Nov 14 2009 	Perfect stay	Great location in a lively safe neigbourhood. Coffee/tea 24/7, breakfast in the morning, cookies in the afternoon, a diner across the street, bars and restaurants just a block away,... a perfect location for any adventurer. The hotel is right next to the Belmont train stop so if you're a light sleeper that might be a bit of an issue but that's really the only thing that could stop you from booking this hotel.	
",4.118518518999999
75,usa_illinois_chicago_the_palmer_house_hilton,"	Terrible don't stay here. There are much better hotels in Chicago.	This hotel is overpriced and lacks amenities found in the simplest motel in any area. No glass in the bathroom, bed so small no two people could ever sleep comfortably in it, no coffee pot, incompetent clerks at check-in following a long wait in line, outrageous parking fees, walls so thin every outside noise is heard. There is only one place nearby for breakfast other than the pricey buffet at the hotel.	
",3.8697674419999997
76,usa_illinois_chicago_marriott_chicago_downtown_magnificent_mile,"Nov 21 2009 	Ok for Single Business Traveler-Check alternatives for Couples/Families	We stayed at the Marriott for a business convention for 3 nights. The location was great (right next to Nordstrom's on Michigan Ave) for the meeting and for after hours events. The room was relatively clean and well maintained, and staff was responsive to special requests. Why would I probably not stay here again? There are so many options within the area of Michigan Ave, and most are probably more up to date. While the hotel has been cosmetically upgraded with great sheets/flat screen tv/etc, it simply isn't up to current hotel standards when you're talking about a room over $200 per night. An older hotel, our room was small, the doors were very narrow, the bathroom was extremely small (5x6) with hardly enough room to close the 24&quot; door (and we're just average size folks), the light switch upon entering the room was located inside the closet, the beds are extremely soft (although staff quickly added a bedboard upon request). Because our room and bathroom were so small, we would probably opt for a different hotel in the area with more up to date comforts next time we visit. Not a problem if you're traveling alone or at a pure business meeting, but most families or couples out for a romantic setting would want just a little more room.	
",3.9503105589999996
77,usa_illinois_chicago_holiday_inn_chicago_o_hare,"	This is a remarkable place.	We drove to chicago, but we wanted to park and use the metro. I chose this hotel because it has free parking and claimed to be close to public transportation. Well, let me tell you the claim is true!!. It is an easy walk to a blue line train stop with a direct line to the loop and downtown. The walk is probably less than 1500 feet to get to the trains, and you can clearly see the hotel while standing on the platform waiting for the train. However, the secret to this place is the view. If you can request a room on an upper floor facing to the east you will be surprised to have a gorgeous view of the downtown Chicago skyline. I was able to sit up in bed and have my coffee looking at the sun bouncing off the Sears tower every morning. Amazing. I was surprised that they dont adverise the view from these rooms, but then again, only the upper level rooms on the east side would have the view. Even without the view, however, this place was great and we will return again. Photos of the view to be posted soon.	
",4.085
78,usa_illinois_chicago_sheraton_chicago_hotel_and_towers,"	Excellent Value and friendly professional courteous staff in Great Location.	My wife and I truly enjoyed our recent stay at this Sheraton Hotel. The value for money was outstanding - I know the price we paid is a reflection of the current difficult economic conditions but it really was worth much more money. The room and facilities were very comfortable and became our home during a week of constant activity. We looked forward to coming back to our room every evening, our &quot;island of tranquility&quot;, which overlooked the river and was very quiet. The front desk and housekeeping staff made us feel like special guests every day. We really liked the free internet access in the link caf; the complimentary Starbuck's coffee and Tazo Teas are a generous and welcome amenity. Every hotel employee we met was helpful and pleasant. We loved the central location for our stay during Thanksgiving Week and will not hesitate to return to this hotel when the next opportunity presents itself. There is much we could say about the little things that make a stay enjoyable, and it is obvious that staff training and attention to detail as well as the intangibles, &quot;positive attitude, pride and willingness to please the customer&quot; are very evident throughout your facility.	
",3.8497854080000002
79,usa_illinois_chicago_holiday_inn_hotel_suites_downtown,"Nov 6 2009 	It was as I expected using Tripadvisor as my guideline.	The hotel was close to the Union Station. We were able to walk there and back. It is an older building but the room was clean and the staff friendly and helpful. We had a suite and for 3 sisters it worked out very well. It included a pull out couch that was better than average. It is not a great appearing hotel but it suited us. However, the restaurant was not the best. As other reviewers commented it is next to a noisy highway.	
",3.733333333
80,usa_illinois_chicago_hyatt_regency_mccormick_place,"Nov 13 2009 	This hotel was what I'd expect from a Hyatt- in EASTERN EUROPE!	I didn't book this hotel, a family member did as a bunch of us flew in for a wedding. If I had to spend more than 36 hours there I would have left for somewhere else. This hotel, which I actually saw on some websites had 5 stars, was a dump. It was more like staying in a college dorm than a hotel. The room smelled. The carpet was gross and old. There was no real closet. The worst part was they didn't have a fitted bedsheet for the mattress- they put a top sheet on for the bottom sheet, which of course slid off anytime you moved. The room was just disgusting.When we checked in Friday night, about 830, we were hungry, but the resaurant was closed (except for the bar). We did eat at the restaurant for breakfast, and it was actually good (great pancakes)- the only good part of the whole hotel.The hotel is only close to the convention center. EVERYTHING else is a cab ride. They have a one-way shuttle downtown, but only leaves every hour. When I inquired about it, the concierge didn't know the times it left and didn't tell me that I could make a reservation for it (fortunately my family member found out and reserved us seats or that would have been another cab fare).Overall, for this same money I've stayed in Marriott Courtyards and Hampton Inns 10x as nice. This place was just horrible.	
